platform,item_id,title,author,publisher,price,original_price,comment_count,rating,crawl_time
toscrape,Chase Me (Paris Nights #2),Chase Me (Paris Nights #2),,,25.27,0.0,0,5.0,2026-07-23T08:58:57.191853
toscrape,Black Dust,Black Dust,,,34.53,0.0,0,5.0,2026-07-23T08:58:57.191856
toscrape,Birdsong: A Story in Pictures,Birdsong: A Story in Pictures,,,54.64,0.0,0,3.0,2026-07-23T08:58:57.191858
toscrape,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,,,22.5,0.0,0,3.0,2026-07-23T08:58:57.191861
toscrape,Aladdin and His Wonderful Lamp,Aladdin and His Wonderful Lamp,,,53.13,0.0,0,3.0,2026-07-23T08:58:57.191863
toscrape,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,,,40.3,0.0,0,5.0,2026-07-23T08:58:57.191865
toscrape,Wall and Piece,Wall and Piece,,,44.18,0.0,0,4.0,2026-07-23T08:58:57.191867
toscrape,The Four Agreements: A Practical Guide to Personal Freedom,The Four Agreements: A Practical Guide to Personal Freedom,,,17.66,0.0,0,5.0,2026-07-23T08:58:57.191870
toscrape,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,,,31.05,0.0,0,3.0,2026-07-23T08:58:57.191872
toscrape,The Elephant Tree,The Elephant Tree,,,23.82,0.0,0,5.0,2026-07-23T08:58:57.191874
toscrape,The Bear and the Piano,The Bear and the Piano,,,36.89,0.0,0,1.0,2026-07-23T08:58:57.191877
toscrape,Sophie's World,Sophie's World,,,15.94,0.0,0,5.0,2026-07-23T08:58:57.191879
toscrape,Penny Maybe,Penny Maybe,,,33.29,0.0,0,3.0,2026-07-23T08:58:57.191881
toscrape,Maude (1883-1993):She Grew Up with the country,Maude (1883-1993):She Grew Up with the country,,,18.02,0.0,0,2.0,2026-07-23T08:58:57.191883
toscrape,"In a Dark, Dark Wood","In a Dark, Dark Wood",,,19.63,0.0,0,1.0,2026-07-23T08:58:57.191886
toscrape,Behind Closed Doors,Behind Closed Doors,,,52.22,0.0,0,4.0,2026-07-23T08:58:57.191888
toscrape,You can't bury them all: Poems,You can't bury them all: Poems,,,33.63,0.0,0,2.0,2026-07-23T08:58:57.191890
toscrape,Slow States of Collapse: Poems,Slow States of Collapse: Poems,,,57.31,0.0,0,3.0,2026-07-23T08:58:57.191892
toscrape,Reasons to Stay Alive,Reasons to Stay Alive,,,26.41,0.0,0,2.0,2026-07-23T08:58:57.191895
toscrape,Private Paris (Private #10),Private Paris (Private #10),,,47.61,0.0,0,5.0,2026-07-23T08:58:57.191897
toscrape,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,,,23.11,0.0,0,5.0,2026-07-23T08:58:57.191907
toscrape,Without Borders (Wanderlove #1),Without Borders (Wanderlove #1),,,45.07,0.0,0,2.0,2026-07-23T08:58:57.191910
toscrape,When We Collided,When We Collided,,,31.77,0.0,0,1.0,2026-07-23T08:58:57.191912
toscrape,"We Love You, Charlie Freeman","We Love You, Charlie Freeman",,,50.27,0.0,0,5.0,2026-07-23T08:58:57.191914
toscrape,Untitled Collection: Sabbath Poems 2014,Untitled Collection: Sabbath Poems 2014,,,14.27,0.0,0,4.0,2026-07-23T08:58:57.191916
toscrape,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness","Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",,,44.18,0.0,0,4.0,2026-07-23T08:58:57.191919
toscrape,Unicorn Tracks,Unicorn Tracks,,,18.78,0.0,0,3.0,2026-07-23T08:58:57.191921
toscrape,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink","Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",,,25.52,0.0,0,1.0,2026-07-23T08:58:57.191923
toscrape,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),,,16.28,0.0,0,1.0,2026-07-23T08:58:57.191926
toscrape,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,,,31.12,0.0,0,3.0,2026-07-23T08:58:57.191928
toscrape,This One Summer,This One Summer,,,19.49,0.0,0,4.0,2026-07-23T08:58:57.191931
toscrape,Thirst,Thirst,,,17.27,0.0,0,5.0,2026-07-23T08:58:57.191933
toscrape,The Torch Is Passed: A Harding Family Story,The Torch Is Passed: A Harding Family Story,,,19.09,0.0,0,1.0,2026-07-23T08:58:57.191935
toscrape,The Secret of Dreadwillow Carse,The Secret of Dreadwillow Carse,,,56.13,0.0,0,1.0,2026-07-23T08:58:57.191938
toscrape,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!","The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",,,56.41,0.0,0,1.0,2026-07-23T08:58:57.191941
toscrape,The Past Never Ends,The Past Never Ends,,,56.5,0.0,0,4.0,2026-07-23T08:58:57.191945
toscrape,The Natural History of Us (The Fine Art of Pretending #2),The Natural History of Us (The Fine Art of Pretending #2),,,45.22,0.0,0,3.0,2026-07-23T08:58:57.191948
toscrape,The Nameless City (The Nameless City #1),The Nameless City (The Nameless City #1),,,38.16,0.0,0,4.0,2026-07-23T08:58:57.191951
toscrape,The Murder That Never Was (Forensic Instincts #5),The Murder That Never Was (Forensic Instincts #5),,,54.11,0.0,0,3.0,2026-07-23T08:58:57.191953
toscrape,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,,,42.96,0.0,0,4.0,2026-07-23T08:58:57.191957
toscrape,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy","The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",,,23.89,0.0,0,4.0,2026-07-23T08:58:57.191960
toscrape,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,,,16.77,0.0,0,3.0,2026-07-23T08:58:57.191962
toscrape,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer","The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",,,20.59,0.0,0,5.0,2026-07-23T08:58:57.191968
toscrape,The Gutsy Girl: Escapades for Your Life of Epic Adventure,The Gutsy Girl: Escapades for Your Life of Epic Adventure,,,37.13,0.0,0,1.0,2026-07-23T08:58:57.191971
toscrape,The Electric Pencil: Drawings from Inside State Hospital No. 3,The Electric Pencil: Drawings from Inside State Hospital No. 3,,,56.06,0.0,0,1.0,2026-07-23T08:58:57.191973
toscrape,The Death of Humanity: and the Case for Life,The Death of Humanity: and the Case for Life,,,58.11,0.0,0,4.0,2026-07-23T08:58:57.191976
toscrape,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life","The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",,,49.05,0.0,0,3.0,2026-07-23T08:58:57.191980
toscrape,The Art Forger,The Art Forger,,,40.76,0.0,0,3.0,2026-07-23T08:58:57.191982
toscrape,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,,,19.73,0.0,0,1.0,2026-07-23T08:58:57.191985
toscrape,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,,,32.24,0.0,0,5.0,2026-07-23T08:58:57.191988
toscrape,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,,,41.83,0.0,0,4.0,2026-07-23T08:58:57.191990
toscrape,Soul Reader,Soul Reader,,,39.58,0.0,0,2.0,2026-07-23T08:58:57.191993
toscrape,Security,Security,,,39.25,0.0,0,2.0,2026-07-23T08:58:57.191996
toscrape,"Saga, Volume 6 (Saga (Collected Editions) #6)","Saga, Volume 6 (Saga (Collected Editions) #6)",,,25.02,0.0,0,3.0,2026-07-23T08:58:57.191998
toscrape,"Saga, Volume 5 (Saga (Collected Editions) #5)","Saga, Volume 5 (Saga (Collected Editions) #5)",,,51.04,0.0,0,2.0,2026-07-23T08:58:57.192003
toscrape,Reskilling America: Learning to Labor in the Twenty-First Century,Reskilling America: Learning to Labor in the Twenty-First Century,,,19.83,0.0,0,2.0,2026-07-23T08:58:57.192006
toscrape,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)","Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",,,50.4,0.0,0,3.0,2026-07-23T08:58:57.192008
toscrape,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)","Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",,,13.61,0.0,0,5.0,2026-07-23T08:58:57.192011
toscrape,Princess Between Worlds (Wide-Awake Princess #5),Princess Between Worlds (Wide-Awake Princess #5),,,13.34,0.0,0,5.0,2026-07-23T08:58:57.192013
toscrape,"Pop Gun War, Volume 1: Gift","Pop Gun War, Volume 1: Gift",,,18.97,0.0,0,1.0,2026-07-23T08:58:57.192016
toscrape,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics","Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",,,36.28,0.0,0,2.0,2026-07-23T08:58:57.192019
toscrape,Patience,Patience,,,10.16,0.0,0,3.0,2026-07-23T08:58:57.192021
toscrape,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)","Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",,,15.44,0.0,0,4.0,2026-07-23T08:58:57.192024
toscrape,orange: The Complete Collection 1 (orange: The Complete Collection #1),orange: The Complete Collection 1 (orange: The Complete Collection #1),,,48.41,0.0,0,1.0,2026-07-23T08:58:57.192026
toscrape,Online Marketing for Busy Authors: A Step-By-Step Guide,Online Marketing for Busy Authors: A Step-By-Step Guide,,,46.35,0.0,0,1.0,2026-07-23T08:58:57.192029
toscrape,On a Midnight Clear,On a Midnight Clear,,,14.07,0.0,0,3.0,2026-07-23T08:58:57.192032
toscrape,Obsidian (Lux #1),Obsidian (Lux #1),,,14.86,0.0,0,2.0,2026-07-23T08:58:57.192034
toscrape,My Paris Kitchen: Recipes and Stories,My Paris Kitchen: Recipes and Stories,,,33.37,0.0,0,2.0,2026-07-23T08:58:57.192037
toscrape,Masks and Shadows,Masks and Shadows,,,56.4,0.0,0,2.0,2026-07-23T08:58:57.192040
toscrape,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed","Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",,,14.02,0.0,0,4.0,2026-07-23T08:58:57.192042
toscrape,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)","Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",,,46.91,0.0,0,2.0,2026-07-23T08:58:57.192046
toscrape,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)","Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",,,45.61,0.0,0,3.0,2026-07-23T08:58:57.192048
toscrape,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),,,19.92,0.0,0,2.0,2026-07-23T08:58:57.192051
toscrape,"Layered: Baking, Building, and Styling Spectacular Cakes","Layered: Baking, Building, and Styling Spectacular Cakes",,,40.11,0.0,0,1.0,2026-07-23T08:58:57.192053
toscrape,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),,,53.9,0.0,0,2.0,2026-07-23T08:58:57.192056
toscrape,Join,Join,,,35.67,0.0,0,5.0,2026-07-23T08:58:57.192058
toscrape,In the Country We Love: My Family Divided,In the Country We Love: My Family Divided,,,22.0,0.0,0,4.0,2026-07-23T08:58:57.192061
toscrape,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,,,57.36,0.0,0,5.0,2026-07-23T08:58:57.192064
toscrape,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)","I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",,,29.17,0.0,0,2.0,2026-07-23T08:58:57.192066
toscrape,I am a Hero Omnibus Volume 1,I am a Hero Omnibus Volume 1,,,54.63,0.0,0,3.0,2026-07-23T08:58:57.192069
toscrape,How to Be Miserable: 40 Strategies You Already Use,How to Be Miserable: 40 Strategies You Already Use,,,46.03,0.0,0,1.0,2026-07-23T08:58:57.192072
toscrape,Her Backup Boyfriend (The Sorensen Family #1),Her Backup Boyfriend (The Sorensen Family #1),,,33.97,0.0,0,1.0,2026-07-23T08:58:57.192074
toscrape,"Giant Days, Vol. 2 (Giant Days #5-8)","Giant Days, Vol. 2 (Giant Days #5-8)",,,22.11,0.0,0,2.0,2026-07-23T08:58:57.192077
toscrape,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,,,29.69,0.0,0,3.0,2026-07-23T08:58:57.192079
toscrape,First and First (Five Boroughs #3),First and First (Five Boroughs #3),,,15.97,0.0,0,4.0,2026-07-23T08:58:57.192082
toscrape,Fifty Shades Darker (Fifty Shades #2),Fifty Shades Darker (Fifty Shades #2),,,21.96,0.0,0,1.0,2026-07-23T08:58:57.192084
toscrape,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,,,54.35,0.0,0,2.0,2026-07-23T08:58:57.192089
toscrape,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master","Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",,,37.97,0.0,0,2.0,2026-07-23T08:58:57.192092
toscrape,Danganronpa Volume 1,Danganronpa Volume 1,,,51.99,0.0,0,4.0,2026-07-23T08:58:57.192095
toscrape,Crown of Midnight (Throne of Glass #2),Crown of Midnight (Throne of Glass #2),,,43.29,0.0,0,3.0,2026-07-23T08:58:57.192097
toscrape,"Codename Baboushka, Volume 1: The Conclave of Death","Codename Baboushka, Volume 1: The Conclave of Death",,,36.72,0.0,0,4.0,2026-07-23T08:58:57.192100
toscrape,Camp Midnight,Camp Midnight,,,17.08,0.0,0,4.0,2026-07-23T08:58:57.192103
toscrape,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,,,29.14,0.0,0,5.0,2026-07-23T08:58:57.192105
toscrape,Burning,Burning,,,28.81,0.0,0,3.0,2026-07-23T08:58:57.192108
toscrape,Bossypants,Bossypants,,,49.46,0.0,0,2.0,2026-07-23T08:58:57.192110
toscrape,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))","Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",,,37.92,0.0,0,2.0,2026-07-23T08:58:57.192113
toscrape,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)","Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",,,28.09,0.0,0,2.0,2026-07-23T08:58:57.192115
toscrape,Algorithms to Live By: The Computer Science of Human Decisions,Algorithms to Live By: The Computer Science of Human Decisions,,,30.81,0.0,0,1.0,2026-07-23T08:58:57.192118
toscrape,A World of Flavor: Your Gluten Free Passport,A World of Flavor: Your Gluten Free Passport,,,42.95,0.0,0,1.0,2026-07-23T08:58:57.192121
toscrape,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations","A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",,,56.76,0.0,0,5.0,2026-07-23T08:58:57.192124
toscrape,A Murder in Time,A Murder in Time,,,16.64,0.0,0,1.0,2026-07-23T08:58:57.192126
toscrape,A Flight of Arrows (The Pathfinders #2),A Flight of Arrows (The Pathfinders #2),,,55.53,0.0,0,5.0,2026-07-23T08:58:57.192129
toscrape,A Fierce and Subtle Poison,A Fierce and Subtle Poison,,,28.13,0.0,0,4.0,2026-07-23T08:58:57.192132
toscrape,A Court of Thorns and Roses (A Court of Thorns and Roses #1),A Court of Thorns and Roses (A Court of Thorns and Roses #1),,,52.37,0.0,0,1.0,2026-07-23T08:58:57.192134
toscrape,(Un)Qualified: How God Uses Broken People to Do Big Things,(Un)Qualified: How God Uses Broken People to Do Big Things,,,54.0,0.0,0,5.0,2026-07-23T08:58:57.192137
toscrape,You Are What You Love: The Spiritual Power of Habit,You Are What You Love: The Spiritual Power of Habit,,,21.87,0.0,0,4.0,2026-07-23T08:58:57.192140
toscrape,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)","William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",,,43.3,0.0,0,4.0,2026-07-23T08:58:57.192144
toscrape,Tuesday Nights in 1980,Tuesday Nights in 1980,,,21.04,0.0,0,2.0,2026-07-23T08:58:57.192146
toscrape,Tracing Numbers on a Train,Tracing Numbers on a Train,,,41.6,0.0,0,3.0,2026-07-23T08:58:57.192149
toscrape,Throne of Glass (Throne of Glass #1),Throne of Glass (Throne of Glass #1),,,35.07,0.0,0,3.0,2026-07-23T08:58:57.192151
toscrape,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,,,59.64,0.0,0,1.0,2026-07-23T08:58:57.192154
toscrape,Thirteen Reasons Why,Thirteen Reasons Why,,,52.72,0.0,0,1.0,2026-07-23T08:58:57.192156
toscrape,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,,,58.08,0.0,0,4.0,2026-07-23T08:58:57.192159
toscrape,The Wedding Dress,The Wedding Dress,,,24.12,0.0,0,1.0,2026-07-23T08:58:57.192161
toscrape,The Vacationers,The Vacationers,,,42.15,0.0,0,4.0,2026-07-23T08:58:57.192167
toscrape,The Third Wave: An Entrepreneur’s Vision of the Future,The Third Wave: An Entrepreneur’s Vision of the Future,,,12.61,0.0,0,5.0,2026-07-23T08:58:57.192170
toscrape,The Stranger,The Stranger,,,17.44,0.0,0,4.0,2026-07-23T08:58:57.192172
toscrape,The Shadow Hero (The Shadow Hero),The Shadow Hero (The Shadow Hero),,,33.14,0.0,0,1.0,2026-07-23T08:58:57.192175
toscrape,The Secret (The Secret #1),The Secret (The Secret #1),,,27.37,0.0,0,4.0,2026-07-23T08:58:57.192178
toscrape,The Regional Office Is Under Attack!,The Regional Office Is Under Attack!,,,51.36,0.0,0,5.0,2026-07-23T08:58:57.192180
toscrape,The Psychopath Test: A Journey Through the Madness Industry,The Psychopath Test: A Journey Through the Madness Industry,,,36.0,0.0,0,2.0,2026-07-23T08:58:57.192183
toscrape,The Project,The Project,,,10.65,0.0,0,1.0,2026-07-23T08:58:57.192185
toscrape,The Power of Now: A Guide to Spiritual Enlightenment,The Power of Now: A Guide to Spiritual Enlightenment,,,43.54,0.0,0,2.0,2026-07-23T08:58:57.192188
toscrape,The Omnivore's Dilemma: A Natural History of Four Meals,The Omnivore's Dilemma: A Natural History of Four Meals,,,38.21,0.0,0,2.0,2026-07-23T08:58:57.192190
toscrape,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,,,37.34,0.0,0,5.0,2026-07-23T08:58:57.192193
toscrape,The Murder of Roger Ackroyd (Hercule Poirot #4),The Murder of Roger Ackroyd (Hercule Poirot #4),,,44.1,0.0,0,4.0,2026-07-23T08:58:57.192195
toscrape,The Mistake (Off-Campus #2),The Mistake (Off-Campus #2),,,43.29,0.0,0,3.0,2026-07-23T08:58:57.192199
toscrape,The Matchmaker's Playbook (Wingmen Inc. #1),The Matchmaker's Playbook (Wingmen Inc. #1),,,55.85,0.0,0,1.0,2026-07-23T08:58:57.192201
toscrape,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,,,37.6,0.0,0,2.0,2026-07-23T08:58:57.192204
toscrape,The Long Shadow of Small Ghosts: Murder and Memory in an American City,The Long Shadow of Small Ghosts: Murder and Memory in an American City,,,10.97,0.0,0,1.0,2026-07-23T08:58:57.192206
toscrape,The Kite Runner,The Kite Runner,,,41.82,0.0,0,4.0,2026-07-23T08:58:57.192209
toscrape,The House by the Lake,The House by the Lake,,,36.95,0.0,0,1.0,2026-07-23T08:58:57.192211
toscrape,The Glittering Court (The Glittering Court #1),The Glittering Court (The Glittering Court #1),,,44.28,0.0,0,1.0,2026-07-23T08:58:57.192214
toscrape,The Girl on the Train,The Girl on the Train,,,55.02,0.0,0,2.0,2026-07-23T08:58:57.192216
toscrape,The Genius of Birds,The Genius of Birds,,,17.24,0.0,0,1.0,2026-07-23T08:58:57.192219
toscrape,The Emerald Mystery,The Emerald Mystery,,,23.15,0.0,0,2.0,2026-07-23T08:58:57.192221
toscrape,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,,,41.25,0.0,0,1.0,2026-07-23T08:58:57.192224
toscrape,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,,,32.0,0.0,0,3.0,2026-07-23T08:58:57.192227
toscrape,The Artist's Way: A Spiritual Path to Higher Creativity,The Artist's Way: A Spiritual Path to Higher Creativity,,,38.49,0.0,0,5.0,2026-07-23T08:58:57.192229
toscrape,The Art of War,The Art of War,,,33.34,0.0,0,5.0,2026-07-23T08:58:57.192232
toscrape,The Argonauts,The Argonauts,,,10.93,0.0,0,2.0,2026-07-23T08:58:57.192234
toscrape,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,,,27.55,0.0,0,3.0,2026-07-23T08:58:57.192237
toscrape,Suddenly in Love (Lake Haven #1),Suddenly in Love (Lake Haven #1),,,55.99,0.0,0,2.0,2026-07-23T08:58:57.192239
toscrape,Something More Than This,Something More Than This,,,16.24,0.0,0,4.0,2026-07-23T08:58:57.192242
toscrape,Soft Apocalypse,Soft Apocalypse,,,26.12,0.0,0,2.0,2026-07-23T08:58:57.192244
toscrape,So You've Been Publicly Shamed,So You've Been Publicly Shamed,,,12.23,0.0,0,2.0,2026-07-23T08:58:57.192247
toscrape,Shoe Dog: A Memoir by the Creator of NIKE,Shoe Dog: A Memoir by the Creator of NIKE,,,23.99,0.0,0,2.0,2026-07-23T08:58:57.192250
toscrape,"Shobu Samurai, Project Aryoku (#3)","Shobu Samurai, Project Aryoku (#3)",,,29.06,0.0,0,3.0,2026-07-23T08:58:57.192252
